method,training_period,holding_period,evaluation,codes,sharpe,maximum_within_group_correlation,phase,eliminated_count
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,1,159901.SZ|159920.SZ|159980.SZ|159985.SZ|501018.SH|512200.SH|513030.SH|513080.SH|513180.SH|513500.SH|513880.SH|516150.SH|518880.SH,-1.3809150180987266,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,2,159825.SZ|159869.SZ|159920.SZ|159949.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|513030.SH|513100.SH|513180.SH,-0.09507470222157471,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,3,159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|501018.SH|510180.SH|512660.SH|512880.SH|513030.SH|513100.SH|513180.SH|513500.SH,-0.2136423291269693,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,4,159825.SZ|159870.SZ|159920.SZ|159980.SZ|159981.SZ|160644.SZ|161226.SZ|164824.SZ|512040.SH|513080.SH|513180.SH|513880.SH|518880.SH,-0.9191750884189797,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,5,159865.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|164824.SZ|501018.SH|510210.SH|512100.SH|513030.SH|513080.SH|513180.SH|513500.SH,0.4828387088919193,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,6,159870.SZ|159920.SZ|159967.SZ|159981.SZ|159985.SZ|161226.SZ|164824.SZ|510880.SH|513030.SH|513080.SH|513180.SH|513880.SH|518880.SH,-0.8921474599190523,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,7,159920.SZ|159980.SZ|160644.SZ|161226.SZ|164824.SZ|501018.SH|512800.SH|513180.SH|513500.SH|513880.SH|515210.SH|518880.SH|588000.SH,-0.5372583885678947,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,8,159825.SZ|159865.SZ|159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|512400.SH|513030.SH|513180.SH|513880.SH|518880.SH,-2.0844356569807267,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,9,159920.SZ|159980.SZ|159985.SZ|160644.SZ|164824.SZ|501018.SH|510180.SH|512170.SH|513080.SH|513180.SH|513880.SH|516150.SH|518880.SH,-1.512153716437847,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,10,159852.SZ|159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|512200.SH|513030.SH|513080.SH|513100.SH|513180.SH|515880.SH|518880.SH,-2.0400869126818373,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,11,159920.SZ|159981.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|501018.SH|512400.SH|512800.SH|513030.SH|513180.SH|513500.SH|515790.SH,-0.820798882122489,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,12,159920.SZ|159980.SZ|159981.SZ|161226.SZ|164824.SZ|512400.SH|512980.SH|513030.SH|513080.SH|513100.SH|513180.SH|518880.SH|588000.SH,-0.3322526566663244,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,13,159852.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|160644.SZ|161226.SZ|510180.SH|512980.SH|513080.SH|513100.SH|513180.SH|513500.SH,-0.756910579033397,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,14,159920.SZ|159980.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|501018.SH|512880.SH|513100.SH|513180.SH|513880.SH|515790.SH|516150.SH,0.3688598292439532,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,15,159766.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|161226.SZ|164824.SZ|510180.SH|510500.SH|513030.SH|513080.SH|513180.SH|513500.SH,-0.9416849495333046,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,16,159869.SZ|159870.SZ|159920.SZ|159980.SZ|159981.SZ|159985.SZ|164824.SZ|501018.SH|512200.SH|513030.SH|513100.SH|513180.SH|513500.SH,0.05663695897732912,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,17,159915.SZ|159920.SZ|159981.SZ|159985.SZ|160644.SZ|161226.SZ|164824.SZ|513030.SH|513180.SH|513880.SH|515210.SH|515880.SH|518880.SH,0.07692191870595254,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,18,159920.SZ|159980.SZ|159981.SZ|159985.SZ|164824.SZ|501018.SH|510210.SH|512100.SH|513030.SH|513180.SH|513500.SH|513880.SH|515790.SH,0.39151736491133576,0.9194433972050108,warmup,
rolling_sequential_backward,2021-07-01/2021-12-31,2022-01-01/2022-06-30,19,159870.SZ|159920.SZ|159967.SZ|159980.SZ|159981.SZ|161226.SZ|164824.SZ|501018.SH|513030.SH|513080.SH|513180.SH|513500.SH|515210.SH,-0.3371821338819445,0.9194433972050108,warmup,
